Timestamp,Apartment,Aurora C 102 - B Phase,Aurora C 102 - Bed1 AC,Aurora C 102 - Bed1 Lighting,Aurora C 102 - Bedroom 2 AC,Aurora C 102 - Bedroom 2 and Toilet Lights and Fans,Aurora C 102 - Common Toilet Geyser,Aurora C 102 - Common Toilet Lights and Fans,Aurora C 102 - Dining Living Passage Lights and Fans,Aurora C 102 - Fridge,Aurora C 102 - Living AC Point,Aurora C 102 - Master AC,Aurora C 102 - Master Geyser,Aurora C 102 - Master Toilet Lighting,Aurora C 102 - Oven Point,Aurora C 102 - R Phase,Aurora C 102 - Toilet 2 Geyser,Aurora C 102 - Washing Machine,Aurora C 102 - Y Phase
2025-09-13 17:25:00,Aurora C 102,,,,0.0,7.333333333333333e-05,,,0.009084166666666666,,-0.0004358333333333334,,,,,0.009440833333333334,0.0,,
2025-09-13 17:30:00,Aurora C 102,,0.0003308333333333333,0.0,0.0,8.416666666666666e-05,,,0.008455833333333333,,-0.00043499999999999995,0.0,0.0,-0.0004575,,0.008793333333333334,-8.333333333333333e-07,,0.0018858333333333333
2025-09-13 17:35:00,Aurora C 102,0.0004391666666666666,0.00032166666666666666,0.0,0.0,7.75e-05,0.0,-0.00017999999999999998,0.010718333333333333,0.0007,-0.00043499999999999995,0.0,0.0,-0.0004725,-0.0005899999999999999,0.011058333333333331,0.0,0.00017833333333333335,0.0018824999999999998
2025-09-13 17:40:00,Aurora C 102,0.011209166666666664,0.0,0.0,0.0,8.583333333333334e-05,0.0,-0.00017749999999999998,0.0104825,0.011420833333333335,-0.00044,0.0,0.0,0.0,-0.0005716666666666666,0.010855833333333334,-8.333333333333333e-07,0.00012833333333333333,0.0
2025-09-13 17:45:00,Aurora C 102,0.011656666666666666,0.0005608333333333333,0.0,0.0,9.666666666666665e-05,0.0,-0.0001708333333333333,0.0104475,0.011825833333333332,-0.00044,0.0,0.0,-0.0009733333333333333,-0.0005583333333333333,0.010823333333333332,0.0,1.4999999999999999e-05,0.005334166666666667
2025-09-13 17:50:00,Aurora C 102,0.011775,0.000265,0.0,0.0,0.0035574999999999995,0.0,-0.0001425,0.008524999999999998,0.011898333333333334,-0.0004316666666666666,0.0,0.0,-0.0004933333333333333,-0.0005549999999999999,0.01234,-8.333333333333333e-07,0.0,0.0034624999999999994
2025-09-13 17:55:00,Aurora C 102,0.0,0.00024249999999999999,0.0,0.0,0.0034349999999999997,0.0,0.0,0.008204166666666665,0.0,-0.0004308333333333333,0.0,0.0,-0.0005016666666666666,0.0,0.011881666666666667,-9.999999999999999e-06,0.0,0.00033749999999999996
2025-09-13 18:00:00,Aurora C 102,0.0,0.00023249999999999999,0.0,0.0,0.003408333333333333,0.0,0.0,0.008319166666666666,0.0,-0.0004249999999999999,0.0,0.0,-0.0005024999999999999,0.0,0.0119975,-1.4999999999999999e-05,0.0,0.0003341666666666666
2025-09-13 18:05:00,Aurora C 102,0.0,0.000215,0.0,0.0,0.0033733333333333332,0.0,0.0,0.008209166666666667,0.0,-0.00041416666666666663,0.0,0.0,-0.0005066666666666666,0.0,0.011825833333333332,-3.4166666666666666e-05,0.0,0.0003275
2025-09-13 18:10:00,Aurora C 102,0.0,0.00020833333333333332,0.0,0.0,0.003333333333333333,0.0,0.0,0.0082225,0.0,-0.0004125,0.0,0.0,-0.0004966666666666666,0.0,0.0118,-4.4166666666666665e-05,0.0,0.0003266666666666667
2025-09-13 18:15:00,Aurora C 102,0.013078333333333332,0.00021249999999999996,0.0,0.0,0.0033508333333333333,0.0,-0.00010416666666666666,0.008278333333333332,0.0108275,-0.00041666666666666664,0.0,8.333333333333333e-07,-0.0005,-0.0005116666666666666,0.011914166666666667,-6.416666666666666e-05,0.0,0.0003316666666666667
2025-09-13 18:20:00,Aurora C 102,0.0129225,0.00019916666666666667,0.0,0.0,0.003320833333333333,0.0,-0.00013416666666666666,0.008258333333333333,0.0107075,-0.00041666666666666664,0.0,1.6666666666666667e-06,-0.0005058333333333334,-0.0004941666666666666,0.01183,-6.833333333333333e-05,0.0,0.0003208333333333333
2025-09-13 18:25:00,Aurora C 102,0.0,0.00021166666666666667,0.0,0.0,0.0033058333333333334,0.0,0.0,0.008310833333333333,0.0,-0.00041,0.0,1.0833333333333334e-05,-0.000495,0.0,0.011895833333333333,-7.916666666666666e-05,0.0,0.00032250000000000003
2025-09-13 18:30:00,Aurora C 102,0.0,0.000205,0.0,0.0,0.003300833333333333,0.0,0.0,0.008563333333333333,0.0,-0.00041999999999999996,0.0,8.333333333333333e-07,-0.0005058333333333334,0.0,0.012176666666666666,-7.5e-05,0.0,0.00032416666666666667
2025-09-13 18:35:00,Aurora C 102,0.0,0.00020750000000000003,0.0,0.0,0.0033066666666666665,0.0,0.0,0.008872499999999998,0.0,-0.0004183333333333333,0.0,9.999999999999999e-06,-0.0005033333333333333,0.0,0.012518333333333333,-8.499999999999999e-05,0.0,0.0003275
2025-09-13 18:40:00,Aurora C 102,0.0,0.0002158333333333333,0.0,0.0,0.0032725,0.0,0.0,0.008301666666666666,0.0,-0.00041666666666666664,0.0,4.9999999999999996e-06,-0.0005058333333333334,0.0,0.011875833333333332,-8.166666666666667e-05,0.0,0.00032416666666666667
2025-09-13 18:45:00,Aurora C 102,0.0,0.000225,0.0,0.0,0.0032624999999999998,0.0,0.0,0.008250833333333332,0.0,-0.00041749999999999996,0.0,0.0,-0.0005,0.0,0.01182,-5.8333333333333326e-05,0.0,0.00032499999999999993
