Timestamp,Apartment,Urbano J1601 - B Phase,Urbano J1601 - Bed AC,Urbano J1601 - Bed Geyser,Urbano J1601 - Bedroom Lights Plug,Urbano J1601 - Bedroom and Toilet Lights and Fans,Urbano J1601 - Dining Passage Garden Lights,Urbano J1601 - Fridge,Urbano J1601 - Living Dining AC,Urbano J1601 - Living Dining Lights and Fans,Urbano J1601 - Master AC,Urbano J1601 - Master Bed Lights and Fans,Urbano J1601 - Master Bed Toilet Lights and Fans,Urbano J1601 - Master Geyser,Urbano J1601 - Oven,Urbano J1601 - R Phase,Urbano J1601 - Spare,Urbano J1601 - Washing Machine
2025-07-26 12:25:00,Urbano J1601,,0.0016549999999999998,0.0046791666666666665,0.0,-0.00015999999999999999,0.014021666666666665,0.0004208333333333333,0.0,0.0,,,,,-0.0002833333333333333,0.0217175,0.0,7.5e-05
2025-07-26 12:30:00,Urbano J1601,0.0,0.0016524999999999999,0.0044958333333333335,0.0,0.0026841666666666667,0.012938333333333333,0.00040333333333333334,0.0,0.0,0.0003075,0.0,0.0,0.0,0.24638166666666667,0.2699791666666666,0.0,4.666666666666667e-05
2025-07-26 12:35:00,Urbano J1601,0.0,0.0016524999999999999,0.007528333333333333,0.0,0.0027816666666666667,0.01282,0.0030874999999999995,0.0,0.0,0.0003108333333333333,0.0,0.0,0.0,0.2432075,0.2692116666666666,0.0,3.3333333333333335e-05
2025-07-26 12:40:00,Urbano J1601,0.0,0.0016449999999999998,0.007355833333333333,0.0,0.0027649999999999997,0.0009841666666666666,0.010789166666666667,0.0,0.0,0.00032499999999999993,0.0,0.0,0.0,0.24273583333333332,0.2675425,0.0,2.4999999999999998e-05
2025-07-26 12:45:00,Urbano J1601,0.0,0.0,0.003979999999999999,0.0,-0.00017416666666666663,0.0010816666666666665,0.0,0.0,0.0,0.0003058333333333333,0.0,0.0,0.0,-0.000215,0.013914999999999999,0.0,0.0009524999999999999
2025-07-26 12:50:00,Urbano J1601,0.0,0.0,0.003948333333333333,0.005855000000000001,-0.00017916666666666664,0.0010808333333333334,0.0,0.0,0.0,0.00029,0.0,0.0,0.0,-0.0002666666666666667,0.006676666666666667,0.0,0.0009516666666666666
2025-07-26 12:55:00,Urbano J1601,0.0,0.0011691666666666664,0.004065833333333333,0.005758333333333333,0.0028825,0.015445833333333332,0.0,0.0,0.0,0.00029,0.0,0.009473333333333332,0.0,-0.0002608333333333333,0.028176666666666666,0.0,6.500000000000001e-05
2025-07-26 13:00:00,Urbano J1601,0.0,0.0005408333333333333,0.005901666666666665,0.005723333333333334,0.0027133333333333332,0.014947499999999999,0.0,0.0,0.0,0.0003133333333333333,0.0,0.0,0.0,-0.0002583333333333333,0.039376666666666664,0.0,2.1666666666666667e-05
2025-07-26 13:05:00,Urbano J1601,0.0,0.0007383333333333332,0.005924999999999999,0.0027424999999999997,0.002693333333333333,0.014194166666666667,0.0,0.0,0.0,0.00031666666666666665,0.0,0.0,0.0,0.25388166666666667,0.28132999999999997,0.0,1.6666666666666667e-05
2025-07-26 13:10:00,Urbano J1601,0.0,0.00115,0.005888333333333333,0.0008533333333333333,-0.0001883333333333333,0.013982499999999998,0.0,0.0,0.0,0.00030166666666666666,0.0,0.0,0.0,0.2564533333333333,0.2838308333333333,0.0,4.4166666666666665e-05
2025-07-26 13:15:00,Urbano J1601,0.0,0.0006008333333333333,0.005909166666666666,0.0008533333333333333,-0.00017999999999999998,0.014270833333333332,0.0,0.0,0.0,0.00032999999999999994,0.0,0.0,0.0,-0.0002483333333333333,0.022640833333333332,0.0,0.0009583333333333333
2025-07-26 13:20:00,Urbano J1601,0.0,0.0004583333333333333,0.005975833333333332,0.0008175,-0.0001825,0.013985,0.0,0.0,0.0,0.0003,0.0,0.0,0.0,-0.000255,0.023049166666666666,0.0,0.0009583333333333333
2025-07-26 13:25:00,Urbano J1601,0.0,0.0,0.005945000000000001,0.0008499999999999998,-0.00018333333333333334,0.013949166666666665,0.0,0.0,0.0,0.0003025,0.0,0.0,0.0,-0.00024333333333333333,0.023054166666666664,0.0,0.0009575
2025-07-26 13:30:00,Urbano J1601,0.0,0.0,0.0059375,0.0008416666666666666,-0.00018166666666666667,0.013806666666666667,0.0,0.0,0.0,0.00031499999999999996,0.0,0.0,0.0,-0.000235,0.022214999999999995,0.0,0.0009425
2025-07-26 13:35:00,Urbano J1601,0.0,0.0,0.005930833333333333,0.0008391666666666667,-0.00017833333333333335,0.01375,0.0,0.0,0.0,0.00032499999999999993,0.0,0.0,0.0,-0.00023833333333333332,0.02221083333333333,0.0,0.00095
2025-07-26 13:40:00,Urbano J1601,0.0,0.0,0.005798333333333333,0.0008433333333333333,-0.0001875,0.013601666666666666,0.0,0.0,0.0,0.0003266666666666667,0.0,0.0,0.0,-0.0002375,0.022081666666666666,0.0,0.0009583333333333333
2025-07-26 13:45:00,Urbano J1601,0.0,0.0,0.005616666666666667,0.0008499999999999998,-0.00017416666666666663,0.013685833333333331,0.0,0.0,0.0,0.00032250000000000003,0.0,0.0,0.0,-0.00023166666666666664,0.021964999999999995,0.0,0.0009566666666666666
2025-07-26 13:50:00,Urbano J1601,0.0,0.0,0.005544166666666667,0.0008491666666666666,-0.00017666666666666666,0.012385833333333332,0.0,0.0,0.0,0.0003125,0.0,0.0,0.0,-0.00023166666666666664,0.020494999999999996,0.0,0.0009608333333333332
