Timestamp,Apartment,Aurora D604 - B Phase,Aurora D604 - Bed1 AC,Aurora D604 - Bed1 Lights and Fans,Aurora D604 - Bed2 AC Power,Aurora D604 - Bed2 Geyser,Aurora D604 - Bed2 Toilet Lighting,Aurora D604 - Common Geyser,Aurora D604 - Common Toilet,Aurora D604 - Dining AC Point,Aurora D604 - Dining Living Passage,Aurora D604 - Fridge,Aurora D604 - Master Bed AC,Aurora D604 - Master Bed Toilet Lights and Fans,Aurora D604 - Master Geyser,Aurora D604 - Oven,Aurora D604 - R Phase,Aurora D604 - Washing Machine,Aurora D604 - Y Phase
2025-08-30 18:00:00,Aurora D604,,0.0,0.00040583333333333335,,,,,,,,,-0.0002883333333333333,-0.0003783333333333333,0.0,,0.0009658333333333333,,
2025-08-30 18:05:00,Aurora D604,0.005336666666666667,0.0,0.0003941666666666667,0.0,-0.00022916666666666666,1.75e-05,-1.6666666666666667e-06,-0.0006216666666666666,0.0,0.0052025,0.009768333333333332,-0.00028416666666666667,-0.00036416666666666666,0.0,0.0,0.0009583333333333333,-0.0003691666666666666,0.011151666666666666
2025-08-30 18:10:00,Aurora D604,0.0035075,0.0,0.00039999999999999996,0.0,-0.00022833333333333334,1.1666666666666668e-05,0.0,-0.0005883333333333333,0.0,0.0033833333333333332,-0.0006591666666666666,-0.0002891666666666667,-0.00037166666666666663,0.0,0.0,0.0009749999999999998,-0.00037083333333333337,0.0006941666666666666
2025-08-30 18:15:00,Aurora D604,0.0016449999999999998,0.0,0.00040583333333333335,0.0,-0.00022583333333333334,4.166666666666667e-06,-8.333333333333333e-07,-0.0005883333333333333,0.0,0.0015249999999999999,-0.0006666666666666666,-0.00028416666666666667,-0.0003733333333333334,0.0,0.0,0.0009824999999999999,-0.00037083333333333337,0.0006925
2025-08-30 18:20:00,Aurora D604,0.0,0.0,0.000395,0.0,0.0,0.0,0.0,-0.0006033333333333333,0.0,0.0,-0.0006866666666666667,-0.0002866666666666666,-0.00037249999999999995,0.0,0.0,0.0009616666666666666,-0.0004683333333333333,0.0006875
2025-08-30 18:25:00,Aurora D604,0.0006374999999999999,0.0,0.00039749999999999996,-0.00023083333333333332,-0.00022166666666666667,0.0,0.0,0.0,0.0,0.0006725,0.0,-0.000285,-0.0003658333333333333,0.0,0.0,0.0009466666666666665,0.0,0.0
2025-08-30 18:30:00,Aurora D604,0.0006733333333333333,0.0,0.0003966666666666666,-0.00022333333333333333,-0.00021666666666666668,0.0,0.0,-0.0005525,0.0,0.0006941666666666666,-0.0006858333333333333,-0.00027833333333333334,-0.00035749999999999996,0.0,0.0,0.0009725,-0.0004541666666666667,0.0006499999999999999
2025-08-30 18:35:00,Aurora D604,0.0006358333333333333,0.0,0.0003916666666666667,-0.0002333333333333333,-0.00021249999999999996,0.0,0.0,-0.0005425,0.0,0.0006475,0.0094925,-0.00027333333333333333,-0.0003583333333333333,0.0,0.0,0.0009483333333333334,-0.00045499999999999995,0.0108125
2025-08-30 18:40:00,Aurora D604,0.0006558333333333332,0.0,0.00039249999999999995,-0.00023916666666666666,-0.00021166666666666667,0.0,0.0,-0.0005391666666666665,0.0,0.0006716666666666667,0.009625833333333332,-0.00027499999999999996,-0.0003733333333333334,0.0,0.0,0.0009550000000000001,-0.00044333333333333334,0.010948333333333332
2025-08-30 18:45:00,Aurora D604,0.0061516666666666655,0.0,0.0003916666666666667,-0.00024083333333333335,-0.0002158333333333333,0.0,0.0,-0.0005291666666666666,0.0,0.006101666666666667,0.009500833333333333,-0.0002766666666666666,-0.000375,0.0,0.0,0.0009408333333333332,-0.00043499999999999995,0.010817499999999999
2025-08-30 18:50:00,Aurora D604,0.007896666666666666,0.0,0.0004008333333333333,-0.00023666666666666663,0.0016383333333333332,0.0,0.0,-0.0005408333333333333,0.0,0.006011666666666667,-0.0006958333333333334,-0.00027249999999999996,-0.0003675,0.0,0.0,0.0009291666666666667,-0.00044249999999999997,0.0006308333333333334
2025-08-30 18:55:00,Aurora D604,0.007962499999999999,0.0,0.0004066666666666666,-0.00024083333333333335,0.0018041666666666664,0.0,0.0,-0.0005349999999999999,0.0,0.00592,-0.0007033333333333333,-0.00027916666666666666,-0.00036166666666666666,0.0,0.0,0.0009583333333333333,-0.00044750000000000004,0.0006208333333333334
2025-08-30 19:00:00,Aurora D604,0.007793333333333333,0.0,0.0004091666666666667,-0.00023999999999999998,0.0015899999999999998,0.0,0.0,-0.0005416666666666666,0.0,0.005960833333333334,-0.0006958333333333334,-0.00027916666666666666,-0.0003833333333333333,0.0,0.0,0.0009208333333333334,-0.00044750000000000004,0.0006283333333333333
2025-08-30 19:05:00,Aurora D604,0.011443333333333331,0.0,0.00040500000000000003,-0.000245,0.005293333333333333,0.0,0.0,-0.0005258333333333332,0.0,0.005936666666666666,-0.0006941666666666666,-0.00027333333333333333,-0.000375,0.0,0.0,0.0009425,-0.00044166666666666665,0.003928333333333333
2025-08-30 19:10:00,Aurora D604,0.0117575,0.0,0.00040333333333333334,-0.00023999999999999998,0.0056175,0.0,0.0,-0.0005275,0.0,0.0059458333333333325,-0.0007050000000000001,-0.00027833333333333334,-0.00036666666666666667,0.0,0.0,0.0009158333333333333,-0.00044249999999999997,0.0038533333333333336
2025-08-30 19:15:00,Aurora D604,0.011890833333333333,0.0,0.00040249999999999997,-0.00024083333333333335,0.005716666666666666,0.0,0.0,-0.0005208333333333332,0.0,0.0059525,0.009941666666666666,-0.0002891666666666667,-0.00037916666666666665,0.0,0.0,0.0009341666666666667,-0.0004316666666666666,0.014504999999999999
